k141_5721	OM108445.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095202.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095142.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095127.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095010.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095004.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM095001.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM094978.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM065388.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM065386.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OM065385.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OK372407.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OK372385.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	OK372367.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	NC_045512.2	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722702.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722630.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722615.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722192.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722043.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ722000.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ379258.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ093202.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ093201.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ093200.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ093199.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ043012.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ043011.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MZ043010.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MW960278.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MW837374.1	100.000	29853	0	0	1	29853	29863	11	0.0	55129
k141_5721	MW672647.1	100.000	29853	0	0	1	29853	29853	1	0.0	55129
k141_5721	MW566244.1	100.000	29853	0	0	1	29853	29863	11	0.0	55129
k141_5721	MW562722.1	100.000	29853	0	0	1	29853	29863	11	0.0	55129
k141_5721	MW466795.1	100.000	29853	0	0	1	29853	29861	9	0.0	55129
k141_5721	MT844042.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT671817.1	100.000	29853	0	0	1	29853	29860	8	0.0	55129
k141_5721	MT470175.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470174.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470163.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470158.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470150.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470141.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470131.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470130.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT470129.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT304482.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MT019532.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MQ252708.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MQ230624.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MQ205350.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MQ201117.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
k141_5721	MQ032643.1	100.000	29853	0	0	1	29853	29862	10	0.0	55129
